transaction_id,customer_id,category,subcategory,transaction_amount,login_hour,device,location,blink_rate,motion_score,spoof_probability,beneficiary_new,rooted_device,historical_risk,crime_context,risk_label,timestamp
T84,C1053,Online Financial Fraud,UPI Related Frauds,43438.43,7,Pixel8,Delhi,10,0.36,0.06,1,0,15,A fake sms from a bank asking me to click a link and get cashback then i clicked on link that link redirect to me phonepe app and scammer says to pay some amount and you will get some cashback to my account,low,2026-03-18 05:35:27.325136
T85,C1106,RapeGang Rape RGRSexually Abusive Content,,52559.28,11,Pixel8,Hyderabad,11,0.54,0.04,0,0,28,"Respected Sir

A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropol",low,2026-01-17 13:54:27.325136
T86,C1162,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,18822.32,10,OnePlus12,Kolkata,19,0.42,0.06,0,0,33,"Identity theft   Fake Customer Care Service Fraud   Google
 victim searched kotak bank customer number in google and contacted to the suspect  victim installed any desk app and shared his account details   amount was debited from victims account",low,2026-05-21 13:34:27.325136
T87,C1090,Online and Social Media Related Crime,Cyber Bullying  Stalking  Sexting,8924.96,21,Samsung_S24,Hyderabad,11,0.35,0.16,0,0,9,I have taken loan from only app named peony cash I made the payment all the time on time however they asked me to make the payment one day before and that time I dont have enough cash to do the payment of my loan Then Peony cash loan application agen,low,2026-04-29 09:14:27.325136
T88,C1150,Online Financial Fraud,EWallet Related Fraud,968750.88,3,Emulator,Foreign,3,0.01,0.93,1,1,36,I received a call from number  and  named Sandeep He asked me to share otp for my credit card services I shared it mistakenly as I wanted my services to be continued Later I found out that my card got charged for  different transaction for Amazon gif,high,2026-03-03 14:01:27.325136
T89,C1174,Hacking  Damage to computercomputer system etc,Damage to computer computer systems etc,21533.68,6,VivoX100,Hyderabad,17,0.37,0.06,1,0,23,I am sure that my Home Wifi Router get hacked by someone It could be some new IT learner who did it for fun but on the other hand it could be very dangerous too So thought to bring it in the notice of authority,low,2026-02-15 13:36:27.325136
T90,C1046,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,22152.02,21,OnePlus12,Pune,22,0.48,0.05,0,0,9,FRAUDULENT TRANSACTION,low,2026-01-24 23:40:27.325136
T91,C1189,Any Other Cyber Crime,Other,382041.18,5,Unknown_Device,Foreign,2,0.07,0.64,1,1,8,"Zestmoney Automatically created Amazon gift voucher and use
Call Received on the name of company and Give me OTP i think they are company employee so i give their OTP But customer care service talk me wait for  to  days
Then I m sure they are a gro",high,2026-03-21 04:32:27.325136
T92,C1152,Sexually Obscene material,,360869.18,3,Unknown_Device,Foreign,2,0.14,0.83,1,1,21,Hello sir Someone has hack my mobile and Gmail They theft my contacts in my phone and gmailthey are harassing and torturing  They are asking money if not reply them Immediately they are calling my contacts and sending Morphing photos and sending blue,high,2026-03-06 00:35:27.325136
T93,C1149,Any Other Cyber Crime,Other,4702.48,5,iPhone15,Delhi,22,0.33,0.19,0,0,19,online fraud total lost an amount of Rs,low,2026-04-28 08:21:27.325136
T94,C1166,Online Financial Fraud,UPI Related Frauds,24370.67,9,OnePlus12,Bangalore,22,0.24,0.03,0,0,35,Today ie  when I updated the passbook of my saving bank account I found  unauthorized entries of Rs  each which was not done by me Please arrange to reverse the amount at earliest,low,2026-04-12 17:31:27.325136
T95,C1017,Any Other Cyber Crime,Other,11515.21,7,Pixel8,Bangalore,12,0.35,0.07,0,0,20,my laptop ran into ransomware and i found a person on instagram he said will send me a program which will terminate the virus from the system and demanded hundred dollars for that i made the payment in rupees through google pay and i have attached th,low,2026-05-29 16:38:27.325136
T96,C1056,Online and Social Media Related Crime,Cyber Bullying  Stalking  Sexting,35581.5,15,Samsung_S24,Hyderabad,17,0.38,0.12,0,0,6,"Sir this number is calling me and asking fir money 
And giving me damki that pay yours loan otherwise they will contact my all relatives and ask for money from them and they are therting me that they will make my mms and send to my all contactssir p",low,2026-03-31 21:05:27.325136
T97,C1008,Cyber Attack/ Dependent Crimes,Ransomware Attack,26830.74,13,iPhone15,Pune,19,0.42,0.15,0,0,30,"The issue actually started when I got this email, which at first glance seemed like spam. I usually ignore such things, but for some reason, I opened it this time. Afterward, my phone started freezing, and it wasn’t normal. I thought it was a technic",low,2026-02-10 06:40:27.325136
T98,C1124,Online Financial Fraud,UPI Related Frauds,168938.89,2,Unknown_Device,Foreign,1,0.14,0.91,1,1,33,Online Frauds  Gaming Fraud  Spining Wheeldafabet in this case victim played a spinning wheel game in daffabet as it is returning the small amounts which victim has played but if the victim put on big amounts the amounts is not returning by the app a,high,2026-03-13 07:38:27.325136
T99,C1125,Any Other Cyber Crime,Other,8313.08,8,Pixel8,Kolkata,17,0.37,0.06,1,0,37,"on at eleven oclock at night Deepak Sharma Sent me a friend request on  messenger  then i was blackmailed by video call 
they Made sex video with just my face  He threatened to make the video viral if I didnt pay   I transfered money from  phone pay",low,2026-02-09 22:07:27.325136
T100,C1095,Online Financial Fraud,EWallet Related Fraud,69700.37,14,Pixel8,Hyderabad,15,0.45,0.19,0,0,31,REPORTED ON  TO PAYTM VIDE TICKET NO  AMOUNT CREDITED TO PAYTM USER MOBILE NO NO SATISFACTORY RESOLUTION RECEIVED FROM PAYTM THIS IS UNAUTHORISED DEBIT TO MY PAYTM WALLET AND NO MESSAGE ALSO WAS RECEIVED FROM PAYTM FOR THIS TRANSACTION,low,2026-05-30 05:03:27.325136
T101,C1147,Online Financial Fraud,UPI Related Frauds,46744.89,16,Pixel8,Mumbai,17,0.28,0.01,0,0,18,I HAVE INVESTED TOTAL RS  IN THE HUG SLEEP APPLICATION WHEN I CHECKED ON TH DEC THE SHOW MESSAGE  CLICK TO TRY AGAIN  AND THE CLOSE ALL ACTIVITIES PLEASE TAKE ACTION ON THE ABOVE GAMELER,low,2026-04-21 15:25:27.325136
T102,C1057,Any Other Cyber Crime,Other,5726.74,22,iPhone15,Kolkata,15,0.24,0.11,1,0,24,"i ordered web cam from this site hkmallsin but now there is no information neither there phone number is working nor getting any reply on mail even their website is not working now
order id 
please help me get my money back",low,2026-03-17 11:38:27.325136
T103,C1122,Online Financial Fraud,UPI Related Frauds,54466.07,7,iPhone15,Pune,14,0.37,0.18,1,0,32,Caller informed that she lost her amount through upi,low,2026-02-21 11:37:27.325136
T104,C1097,Online Financial Fraud,UPI Related Frauds,21246.73,21,Samsung_S24,Bangalore,14,0.47,0.14,0,0,19,"FRAUD THROUGH phone
BANK NAME sbi bank
ACCOUNT NUMBER ac
TOTAL AMOUNT 
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE 
COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION",low,2026-01-17 00:56:27.325136
T105,C1009,Any Other Cyber Crime,Other,201392.21,0,Unknown_Device,Foreign,1,0.14,0.77,1,1,4,My Face Book profile picture used in the reported whatsapp number and message sent to many of my friends from facebook demanding emergency money requirements One of my friend has already transferred  considering it as genuine,high,2026-03-05 06:43:27.325136
T106,C1199,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,5394.96,19,Samsung_S24,Bangalore,20,0.47,0.17,0,0,39,FINANCIL FRAUD  CREDIT CARD  Download Dmartapk and suspected that incident happen due to that only all transcation done at MS Qwikcilver all transcation done for IINR till  trasncation so total debited amount are INR,low,2026-04-04 07:09:27.325136
T107,C1020,Online Financial Fraud,UPI Related Frauds,29651.58,5,Samsung_S24,Delhi,18,0.31,0.07,0,0,39,Upi fraud,low,2026-02-18 19:37:27.325136
T108,C1119,Online Financial Fraud,UPI Related Frauds,18817.3,22,VivoX100,Chennai,10,0.52,0.15,0,0,17,"FRAUD THROUGH  UPI Fraud  Phone Pe		 
BANK    STATE BANK OF INDIA 
ACCOUNT NUMBER    
TOTAL AMOUNT 	
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION 
",low,2026-01-21 11:29:27.325136
T109,C1058,RapeGang Rape RGRSexually Abusive Content,,23673.76,21,OnePlus12,Mumbai,14,0.44,0.12,1,0,40,"Respected Sir

A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropol",low,2026-01-16 12:54:27.325136
T110,C1190,Online Financial Fraud,UPI Related Frauds,1636.29,17,iPhone15,Bangalore,16,0.49,0.14,1,0,37,This is my fraud tranxaction person deduct by upi id paytm amount is  i already logged this complaint in bank  fraud person contact details is jai kishan indian army  call me for nobrokers,low,2026-05-06 01:58:27.325136
T111,C1103,Online Financial Fraud,Internet Banking Related Fraud,7592.65,17,VivoX100,Chennai,18,0.23,0.15,0,0,24,"Victim sbi Bank account number   
Debit Card No      

Identity theft   Smishing SMS Fraud  CreditDebit Cards Fraud  KYC updation
victim got message to update KYC and victim clicked on the link and entered the internet banking credentials and OTP",low,2026-04-06 22:17:27.325136
T112,C1020,Online Financial Fraud,Internet Banking Related Fraud,49434.08,7,Samsung_S24,Delhi,21,0.38,0.16,0,0,39,"Online Frauds   Advertisement Portal Fraud  eCommerce platform  Any Other
card number    
victim saw a advertisement on google while using the internet about low prize of the product on flipkart so victim believed that its the real web link so vict",low,2026-05-07 03:39:27.325136
T113,C1057,Online Financial Fraud,UPI Related Frauds,204973.56,4,Unknown_Device,Foreign,3,0.09,0.89,1,1,24,"Online Frauds   Lottery Fraud  Smishing SMS
 victimn ki whatsup lo  lottery vachinattu message vate andulo unna number ki call chesi matladaru   victimn mobile number pina lottry win iyyaru  ah amount meku send cheyali ante  konchem amount send chey",high,2026-03-25 18:02:27.325136
T114,C1020,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,43500.79,7,Samsung_S24,Delhi,21,0.32,0.15,0,0,39,SEARCHED ON GOOGLE FOR HDFC CUSTOMER CARE IN RESULT GOT THE SAID NUMBER I CALLED TO THE NUMBER FOR A PREVIOUS QUIERY HE SAID HI WILL HELP IN THE MATTER WILL SEND LINK ON WHATSAPP UPDATE DETAILS AS HE SAID I RECEIVED A LINK ASKING MY  MOBILE NUMBER AN,low,2026-03-04 19:10:27.325136
T115,C1000,Online Financial Fraud,UPI Related Frauds,1242.59,19,Pixel8,Hyderabad,14,0.28,0.14,0,0,16,Rupee transaction is fraudulent through the link in phonepe in voice,low,2026-02-06 09:33:27.325136
T116,C1053,Online Financial Fraud,UPI Related Frauds,77769.91,6,Pixel8,Delhi,13,0.39,0.2,1,0,15,"Dear sirmam

I was selling my bed on olxin for RS
I received a call from a buyer with no  that they want to buy my bed Then sent me the QR code and said they are using a swipe machine and they explained the method They asked me to scan the QR and ",low,2026-03-28 03:37:27.325136
T117,C1068,Any Other Cyber Crime,Other,86105.23,11,Pixel8,Pune,16,0.38,0.15,1,0,29,Pehle facebook se request aaya sir fir whatsapp number liya uspe vdo karke mujhe blackmail kar re nude videoplz help me outmujhse rs maang rahi hai maine paise nahi diye hai use kuch bhi maine block kar diya h fir dusre number se call aaya fir use bh,low,2026-03-15 11:25:27.325136
T118,C1031,Online Financial Fraud,UPI Related Frauds,32929.57,13,Pixel8,Hyderabad,14,0.14,0.12,0,0,37,Impersonation  Cheating Victim got facebook request from the known person name and display picture and victim accepted the FB request Later that person requested the person for money as it is emergency and victim sent the amount to the person and lat,low,2026-02-03 16:08:27.325136
T119,C1084,Online Financial Fraud,UPI Related Frauds,228588.16,2,Unknown_Device,Foreign,2,0.06,0.99,1,1,37,This website firestarink  customer care member told me to upgrade into vip member so tht we can get additional benifits and somehow they told me they are giving  recharge bonus tht means if we recharge with k they provide k as a bonus to me and my fr,high,2026-05-29 12:22:27.325136
T120,C1117,Online Financial Fraud,Fraud CallVishing,11959.58,14,OnePlus12,Bangalore,9,0.43,0.15,0,0,29,I take a loan from magic money app  of  but they will give  instead of  okay then i pay suddenly the amont but it will only cut  after few day they message me in my whatsApp number and tell me to pay then i pay the remain amount of two transaction of,low,2026-04-02 06:44:27.325136
T121,C1033,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,1118381.04,5,Emulator,Foreign,2,0.11,0.94,1,1,38,I GOT A CALL AND HE TOLD ME ABOUT PROVIDE LOAN AND TOLD ME TO DOWNLOAD ANYDESK FOR PROCESSING AND AFTER THAT I GOT ONE OTP MSG FOR PAYING  RS I DISCONNECTED THE CALL I DID NOT GAVE HIM OTP AND INSTANTLY MONEY DEDUCT FROM MY ACCOUNT,high,2026-02-01 13:34:27.325136
T122,C1127,Any Other Cyber Crime,Other,9221.52,10,VivoX100,Hyderabad,22,0.37,0.12,0,0,9,I received a phone call that i have due amount of  from rupeeking app i never took the loan also i have received message on whatsapp that if you not pay loan they will contact my friends and relatives i have never took any loan,low,2026-03-28 16:36:27.325136
T123,C1047,Any Other Cyber Crime,Other,14026.4,15,iPhone15,Mumbai,22,0.2,0.09,1,0,30,"We have received a call for money transaction the person was calling himself a army officer
He shared some QR code for scan on whatsapp while scanning the code paytm was showing insufficient amount in a meantime the person was on call he was guiding",low,2026-02-14 01:09:27.325136
T124,C1000,Cryptocurrency Crime,Cryptocurrency Fraud,1705.54,20,Pixel8,Hyderabad,12,0.26,0.07,0,0,16,They cheated me by taking total of Rs   first Rs i have paid through Google pay to this UPI id  imranrockybl then they informed me after approx minutes that i have received profit of rs  and they said i have to pay rs  as security to receive the prof,low,2026-04-08 00:54:27.325136
T125,C1117,Online Financial Fraud,UPI Related Frauds,16231.09,15,OnePlus12,Bangalore,12,0.45,0.14,0,0,29,"
FRAUD THROUGH     UPI PHONE PE 

BANK   SBI BANK


ACCOUNT NUMBER  AC 


TOTAL AMOUNT  


PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION
",low,2026-02-02 06:03:27.325136
T126,C1061,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,18560.69,7,Samsung_S24,Chennai,15,0.42,0.18,0,0,0,"Financial fraud 
Card No    
",low,2026-01-26 15:41:27.325136
T127,C1162,Online and Social Media Related Crime,Cyber Bullying  Stalking  Sexting,82895.27,4,Unknown_Device,OtherCity,0,0.07,0.63,1,1,33, this number was use my nude video and gambling and sextrotion with me and spread in social media and ask more money stop spread nude video please help me either I will suicide I m so tens and hypertens plz sir help me stop spred my nude video and ac,high,2026-03-09 17:53:27.325136
